           0   0.0000000000000000        11.622391665789491       0.13654058139978648        0.0000000000000000       0.19564659614581636        8.7768936086187512        0.0000000000000000        2.3940123809285542E-002  0.51585642544461463        100.00000000000000        3.2961957190138587        2.0589610633311715        1.1349544566320808       0.51656096998245249       0.17924036791596973        4.4185744700229568E-002   7.5824533228550216E-003   9.2489252574356735E-004   5.0000000000000001E-003   56.420653730905684        11.147751100400837       0.11133429792015466     
           1   1.0000000116860974E-007   13.114414532599781       0.13686128741594236        1.9164171428861636E-008  0.22076269992696759        8.7975087440941344        0.0000000000000000        1.9662755266561263E-002  0.51507468745674034        100.00000000000000        3.3095132520612145        2.0672734147973415        1.1394580295319092       0.51842977718144323       0.17973534391154927        4.4270697711951530E-002   7.5821299607797266E-003   9.2168587249712966E-004   4.7860419051840453E-003   54.065940677075233        11.085107989047980       0.11133429792015466     
         319   6.5339196433109818E-003   12.851462501553907       0.13686387360853158        1.2521715468351824E-003  0.21633627279362769        8.7976749857856102        0.0000000000000000        2.0224612396029292E-002  0.51504503201769458        100.00000000000000        3.3087901419090047        2.0674831386625367        1.1396156630969327       0.51847103009477968       0.17974115561419240        4.4271946789678954E-002   7.5822153711023145E-003   9.2164968206295318E-004   4.8184625432370716E-003   54.972067424501908        11.083754497115169       0.11133429792015466     
         639   1.3279196350220745E-002   12.594315318692756       0.13686275056801064        2.5448479231921003E-003  0.21200756210464294        8.7976027962060037        0.0000000000000000        2.0845264269370896E-002  0.51502087141042985        100.00000000000000        3.3077189258015705        2.0675745242033656        1.1397186472354501       0.51848808605150931       0.17973962987495187        4.4271541917020360E-002   7.5822123596639111E-003   9.2165304043156145E-004   4.8510344755847475E-003   55.062522591285237        11.083763071003599       0.11133429792015466     
         959   2.0179583678902786E-002   12.342313404317121       0.13686160065591030        3.8672499646624533E-003  0.20776546476464822        8.7975288793084729        0.0000000000000000        2.1476423062249117E-002  0.51499614016561279        100.00000000000000        3.3066175182940083        2.0676672256132202        1.1398239888065973       0.51850554176795571       0.17973806953500737        4.4271127757670906E-002   7.5822092825618701E-003   9.2165647642858883E-004   4.8838265928884675E-003   55.153125302837680        11.083771842866787       0.11133429792015466     
        1279   2.7237596726022550E-002   12.095377806865647       0.13686042339505083        5.2198596686771773E-003  0.20360865173529377        8.7974532044196803        0.0000000000000000        2.2135615349883866E-002  0.51497082822384643        100.00000000000000        3.3054851133255401        2.0677612187183936        1.1399317251637375       0.51852340410266584       0.17973647405049253        4.4270704160822912E-002   7.5822061386836732E-003   9.2165999130937185E-004   4.9168371318971723E-003   55.243786169989910        11.083780815914992       0.11133429792015466     
        1599   3.4458582122131952E-002   11.853409006966078       0.13685921782563537        6.6037016726689336E-003  0.19953544774809850        8.7973757098434255        0.0000000000000000        2.2818374448542809E-002  0.51494491531074582        100.00000000000000        3.3043204315760870        2.0678565142099861        1.1400419368629504       0.51854168712001392       0.17973484224341074        4.4270270806505918E-002   7.5822029257798006E-003   9.2166358775233864E-004   4.9500671337508965E-003   55.334494649770789        11.083789996981356       0.11133429792015466     
        1919   4.1849267467381400E-002   11.616302647002648       0.13685798275001079        8.0200652654485293E-003  0.19554409608956541        8.7972963185939932        0.0000000000000000        2.3519509603097240E-002  0.51491837611388114        100.00000000000000        3.3031219398171912        2.0679531365379238        1.1401547254628277       0.51856040842406748       0.17973317262744595        4.4269827292190547E-002   7.5821996410361482E-003   9.2166726912904938E-004   4.9835185948249438E-003   55.425266419923368        11.083799394664737       0.11133429792015466     
        2239   4.9417319284203266E-002   11.383953780688476       0.13685671680658640        9.4704196725003669E-003  0.19163283013674837        8.7972149431476865        0.0000000000000000        2.4255633443830266E-002  0.51489118185258465        100.00000000000000        3.3018879144522431        2.0680511170264628        1.1402702067510397       0.51857958804555904       0.17973146350758717        4.4269373159206364E-002   7.5821962812527739E-003   9.2167103928219782E-004   5.0171939684050251E-003   55.516129109185847        11.083809018764757       0.11133429792015466     
        2559   5.7171183224414841E-002   11.156258428733217       0.13685541849605809        1.0956383432998080E-002  0.18779989954472603        8.7971314871285227        0.0000000000000000        2.5001792747798499E-002  0.51486330083701626        100.00000000000000        3.3006164609755340        2.0681504909142445        1.1403885082862149       0.51859924804344559       0.17972971301636806        4.4268907902298114E-002   7.5821928429095084E-003   9.2167490244548394E-004   5.0510959806084731E-003   55.607116982104863        11.083818880077533       0.11133429792015466     
        2879   6.5120031109117363E-002   10.933114237432299       0.13685408618956416        1.2479714250440121E-002  0.18404358133302431        8.7970458458324945        0.0000000000000000        2.5792983417511316E-002  0.51483469864423981        100.00000000000000        3.2993055162725353        2.0682512958236194        1.1405097685714758       0.51861941237727516       0.17972791912611821        4.4268430972798242E-002   7.5821893221880493E-003   9.2167886321711128E-004   5.0852275505685269E-003   55.698268600787955        11.083828990328316       0.11133429792015466     
        3199   7.3273757223510844E-002   10.714420774112160       0.13685271812846775        1.4042308282581720E-002  0.18036218485902078        8.7969579062135903        0.0000000000000000        2.6586975016333197E-002  0.51480533811634799        100.00000000000000        3.2979528425134812        2.0683535708311718        1.1406341369789965       0.51864010690484841       0.17972607965017282        4.4267941778852501E-002   7.5821857149742621E-003   9.2168292655803847E-004   5.1195917529732529E-003   55.789625696206343        11.083839362167318       0.11133429792015466     
        3519   8.1643001317294420E-002   10.500079655824054       0.13685131241955165        1.5646204549270994E-002  0.17675405398432384        8.7968675465749051        0.0000000000000000        2.7434925759495486E-002  0.51477517926170391        100.00000000000000        3.2965560159835783        2.0684573558054522        1.1407617740803033       0.51866135944823066       0.17972419223811498        4.4267439684051529E-002   7.5821820168493160E-003   9.2168709780361777E-004   5.1541918003428066E-003   55.881232601744998        11.083850009198859       0.11133429792015466     
        3839   9.0239188459622657E-002   10.289994594550960       0.13684986702726262        1.7293592570321002E-002  0.17321756783576706        8.7967746360701042        0.0000000000000000        2.8281649214689453E-002  0.51474417909337133        100.00000000000000        3.2951124122287192        2.0685626908558561        1.1408928522312489       0.51868319990336031       0.17972225436727460        4.4266924005054047E-002   7.5821782230744211E-003   9.2169138268371022E-004   5.1890310355153348E-003   55.973135975563522        11.083860946033187       0.11133429792015466     
        4159   9.9074581186680888E-002   10.084071398034967       0.13684837976375910        1.8986822359160369E-002  0.16975114081933737        8.7966790340636933        0.0000000000000000        2.9185732889013508E-002  0.51471229142169173        100.00000000000000        3.2936191880733987        2.0686696158090823        1.1410275563415322       0.51870566038184218       0.17972026333152272        4.4266394008474728E-002   7.5821743285699296E-003   9.2169578734896905E-004   5.2241129298928376E-003   56.065384683738763        11.083872188353173       0.11133429792015466     
