   1   -0.490000E+01    0.125893E-04    0.224927E-12    0.000000E+00   -0.313516E+03    0.212399E-03    0.843538E+01    0.646797-317    0.318599E-03    0.524440+160
   2   -0.488597E+01    0.130025E-04    0.243844E-12    0.000000E+00   -0.313516E+03    0.215857E-03    0.830022E+01    0.657328-317    0.323786E-03    0.520223+160
   3   -0.487194E+01    0.134294E-04    0.264351E-12    0.000000E+00   -0.313516E+03    0.219372E-03    0.816722E+01    0.668029-317    0.329058E-03    0.516039+160
   4   -0.485792E+01    0.138702E-04    0.286583E-12    0.000000E+00   -0.313516E+03    0.222943E-03    0.803635E+01    0.678905-317    0.334415E-03    0.511889+160
   5   -0.484389E+01    0.143256E-04    0.310685E-12    0.000000E+00   -0.313516E+03    0.226573E-03    0.790758E+01    0.689958-317    0.339859E-03    0.507772+160
   6   -0.482986E+01    0.147959E-04    0.336814E-12    0.000000E+00   -0.313516E+03    0.230262E-03    0.778087E+01    0.701191-317    0.345392E-03    0.503689+160
   7   -0.481583E+01    0.152816E-04    0.365140E-12    0.000000E+00   -0.313516E+03    0.234010E-03    0.765619E+01    0.712607-317    0.351015E-03    0.499638+160
   8   -0.480180E+01    0.157832E-04    0.395848E-12    0.000000E+00   -0.313516E+03    0.237820E-03    0.753351E+01    0.724208-317    0.356730E-03    0.495620+160
   9   -0.478778E+01    0.163014E-04    0.429139E-12    0.000000E+00   -0.313516E+03    0.241692E-03    0.741279E+01    0.735999-317    0.362538E-03    0.491634+160
  10   -0.477375E+01    0.168365E-04    0.465230E-12    0.000000E+00   -0.313516E+03    0.245627E-03    0.729401E+01    0.747981-317    0.368440E-03    0.487680+160
  11   -0.475972E+01    0.173892E-04    0.504356E-12    0.000000E+00   -0.313516E+03    0.249626E-03    0.717713E+01    0.760159-317    0.374438E-03    0.483758+160
  12   -0.474569E+01    0.179601E-04    0.546773E-12    0.000000E+00   -0.313516E+03    0.253690E-03    0.706212E+01    0.772534-317    0.380534E-03    0.479868+160
  13   -0.473166E+01    0.185497E-04    0.592756E-12    0.000000E+00   -0.313516E+03    0.257820E-03    0.694895E+01    0.785111-317    0.386730E-03    0.476008+160
  14   -0.471764E+01    0.191586E-04    0.642607E-12    0.000000E+00   -0.313516E+03    0.262017E-03    0.683760E+01    0.797893-317    0.393026E-03    0.472180+160
  15   -0.470361E+01    0.197876E-04    0.696650E-12    0.000000E+00   -0.313516E+03    0.266283E-03    0.672803E+01    0.810882-317    0.399424E-03    0.468383+160
  16   -0.468958E+01    0.204372E-04    0.755238E-12    0.000000E+00   -0.313516E+03    0.270618E-03    0.662021E+01    0.824084-317    0.405927E-03    0.464616+160
  17   -0.467555E+01    0.211081E-04    0.818751E-12    0.000000E+00   -0.313516E+03    0.275023E-03    0.651412E+01    0.837500-317    0.412535E-03    0.460880+160
  18   -0.466152E+01    0.218010E-04    0.887608E-12    0.000000E+00   -0.313516E+03    0.279501E-03    0.640973E+01    0.851134-317    0.419251E-03    0.457174+160
  19   -0.464750E+01    0.225167E-04    0.962255E-12    0.000000E+00   -0.313516E+03    0.284051E-03    0.630702E+01    0.864990-317    0.426077E-03    0.453497+160
  20   -0.463347E+01    0.232559E-04    0.104318E-11    0.000000E+00   -0.313516E+03    0.288675E-03    0.620594E+01    0.879072-317    0.433013E-03    0.449850+160
  21   -0.461944E+01    0.240193E-04    0.113091E-11    0.000000E+00   -0.313516E+03    0.293375E-03    0.610649E+01    0.893383-317    0.440062E-03    0.446233+160
  22   -0.460541E+01    0.248078E-04    0.122602E-11    0.000000E+00   -0.313516E+03    0.298151E-03    0.600863E+01    0.907928-317    0.447227E-03    0.442644+160
  23   -0.459138E+01    0.256222E-04    0.132913E-11    0.000000E+00   -0.313516E+03    0.303005E-03    0.591233E+01    0.922708-317    0.454507E-03    0.439084+160
  24   -0.457735E+01    0.264634E-04    0.144091E-11    0.000000E+00   -0.313516E+03    0.307938E-03    0.581758E+01    0.937730-317    0.461906E-03    0.435553+160
  25   -0.456333E+01    0.273321E-04    0.156209E-11    0.000000E+00   -0.313516E+03    0.312951E-03    0.572435E+01    0.952996-317    0.469426E-03    0.432051+160
  26   -0.454930E+01    0.282294E-04    0.169346E-11    0.000000E+00   -0.313516E+03    0.318045E-03    0.563261E+01    0.968510-317    0.477068E-03    0.428576+160
  27   -0.453527E+01    0.291561E-04    0.183587E-11    0.000000E+00   -0.313516E+03    0.323223E-03    0.554234E+01    0.984277-317    0.484835E-03    0.425130+160
  28   -0.452124E+01    0.301132E-04    0.199027E-11    0.000000E+00   -0.313516E+03    0.328485E-03    0.545351E+01    0.100030-316    0.492727E-03    0.421711+160
  29   -0.450721E+01    0.311018E-04    0.215765E-11    0.000000E+00   -0.313516E+03    0.333832E-03    0.536611E+01    0.101658-316    0.500749E-03    0.418320+160
  30   -0.449319E+01    0.321228E-04    0.233910E-11    0.000000E+00   -0.313516E+03    0.339267E-03    0.528010E+01    0.103313-316    0.508901E-03    0.414956+160
  31   -0.447916E+01    0.331773E-04    0.253582E-11    0.000000E+00   -0.313516E+03    0.344790E-03    0.519547E+01    0.104995-316    0.517185E-03    0.411619+160
  32   -0.446513E+01    0.342665E-04    0.274907E-11    0.000000E+00   -0.313516E+03    0.350403E-03    0.511220E+01    0.106704-316    0.525604E-03    0.408309+160
  33   -0.445110E+01    0.353914E-04    0.298027E-11    0.000000E+00   -0.313516E+03    0.356107E-03    0.503027E+01    0.108442-316    0.534161E-03    0.405025+160
  34   -0.443707E+01    0.365532E-04    0.323090E-11    0.000000E+00   -0.313516E+03    0.361904E-03    0.494964E+01    0.110207-316    0.542856E-03    0.401769+160
  35   -0.442305E+01    0.377532E-04    0.350261E-11    0.000000E+00   -0.313516E+03    0.367796E-03    0.487030E+01    0.112001-316    0.551693E-03    0.398538+160
  36   -0.440902E+01    0.389926E-04    0.379717E-11    0.000000E+00   -0.313516E+03    0.373783E-03    0.479224E+01    0.113824-316    0.560674E-03    0.395333+160
  37   -0.439499E+01    0.402726E-04    0.411651E-11    0.000000E+00   -0.313516E+03    0.379868E-03    0.471543E+01    0.115677-316    0.569801E-03    0.392154+160
  38   -0.438096E+01    0.415947E-04    0.446269E-11    0.000000E+00   -0.313516E+03    0.386051E-03    0.463984E+01    0.117560-316    0.579077E-03    0.389001+160
  39   -0.436693E+01    0.429602E-04    0.483800E-11    0.000000E+00   -0.313516E+03    0.392336E-03    0.456547E+01    0.119474-316    0.588503E-03    0.385873+160
  40   -0.435291E+01    0.443705E-04    0.524486E-11    0.000000E+00   -0.313516E+03    0.398722E-03    0.449228E+01    0.121419-316    0.598083E-03    0.382770+160
  41   -0.433888E+01    0.458271E-04    0.568593E-11    0.000000E+00   -0.313516E+03    0.405213E-03    0.442027E+01    0.123395-316    0.607819E-03    0.379692+160
  42   -0.432485E+01    0.473315E-04    0.616410E-11    0.000000E+00   -0.313516E+03    0.411809E-03    0.434941E+01    0.125404-316    0.617713E-03    0.376639+160
  43   -0.431082E+01    0.488853E-04    0.668248E-11    0.000000E+00   -0.313516E+03    0.418512E-03    0.427969E+01    0.127445-316    0.627768E-03    0.373610+160
  44   -0.429679E+01    0.504901E-04    0.724444E-11    0.000000E+00   -0.313516E+03    0.425325E-03    0.421108E+01    0.129520-316    0.637987E-03    0.370606+160
  45   -0.428277E+01    0.521476E-04    0.785369E-11    0.000000E+00   -0.313516E+03    0.432248E-03    0.414357E+01    0.131628-316    0.648372E-03    0.367626+160
  46   -0.426874E+01    0.538595E-04    0.851413E-11    0.000000E+00   -0.313516E+03    0.439284E-03    0.407714E+01    0.133770-316    0.658926E-03    0.364670+160
  47   -0.425471E+01    0.556277E-04    0.923016E-11    0.000000E+00   -0.313516E+03    0.446435E-03    0.401178E+01    0.135948-316    0.669652E-03    0.361738+160
  48   -0.424068E+01    0.574537E-04    0.100063E-10    0.000000E+00   -0.313516E+03    0.453701E-03    0.394746E+01    0.138161-316    0.680552E-03    0.358829+160
  49   -0.422665E+01    0.593398E-04    0.108478E-10    0.000000E+00   -0.313516E+03    0.461086E-03    0.388417E+01    0.140410-316    0.691630E-03    0.355944+160
  50   -0.421263E+01    0.612879E-04    0.117601E-10    0.000000E+00   -0.313516E+03    0.468592E-03    0.382190E+01    0.142695-316    0.702887E-03    0.353082+160
  51   -0.419860E+01    0.632998E-04    0.127491E-10    0.000000E+00   -0.313516E+03    0.476219E-03    0.376062E+01    0.145018-316    0.714328E-03    0.350243+160
  52   -0.418457E+01    0.653779E-04    0.138212E-10    0.000000E+00   -0.313516E+03    0.483970E-03    0.370032E+01    0.147378-316    0.725955E-03    0.347427+160
  53   -0.417054E+01    0.675241E-04    0.149835E-10    0.000000E+00   -0.313516E+03    0.491848E-03    0.364099E+01    0.149777-316    0.737772E-03    0.344633+160
  54   -0.415651E+01    0.697408E-04    0.162435E-10    0.000000E+00   -0.313516E+03    0.499853E-03    0.358260E+01    0.152215-316    0.749780E-03    0.341862+160
  55   -0.414249E+01    0.720302E-04    0.176095E-10    0.000000E+00   -0.313516E+03    0.507989E-03    0.352515E+01    0.154693-316    0.761984E-03    0.339114+160
  56   -0.412846E+01    0.743949E-04    0.190903E-10    0.000000E+00   -0.313516E+03    0.516257E-03    0.346863E+01    0.157210-316    0.774386E-03    0.336387+160
  57   -0.411443E+01    0.768371E-04    0.206957E-10    0.000000E+00   -0.313516E+03    0.524660E-03    0.341300E+01    0.159769-316    0.786990E-03    0.333683+160
  58   -0.410040E+01    0.793595E-04    0.224361E-10    0.000000E+00   -0.313516E+03    0.533199E-03    0.335827E+01    0.162370-316    0.799799E-03    0.331000+160
  59   -0.408637E+01    0.819648E-04    0.243228E-10    0.000000E+00   -0.313516E+03    0.541878E-03    0.330441E+01    0.165012-316    0.812816E-03    0.328339+160
  60   -0.407234E+01    0.846555E-04    0.263682E-10    0.000000E+00   -0.313516E+03    0.550697E-03    0.325141E+01    0.167698-316    0.826046E-03    0.325699+160
  61   -0.405832E+01    0.874346E-04    0.285855E-10    0.000000E+00   -0.313516E+03    0.559660E-03    0.319926E+01    0.170427-316    0.839490E-03    0.323080+160
  62   -0.404429E+01    0.903049E-04    0.309893E-10    0.000000E+00   -0.313516E+03    0.568768E-03    0.314795E+01    0.173201-316    0.853153E-03    0.320483+160
  63   -0.403026E+01    0.932695E-04    0.335953E-10    0.000000E+00   -0.313516E+03    0.578025E-03    0.309746E+01    0.176020-316    0.867038E-03    0.317906+160
  64   -0.401623E+01    0.963313E-04    0.364204E-10    0.000000E+00   -0.313516E+03    0.587432E-03    0.304777E+01    0.178884-316    0.881148E-03    0.315351+160
  65   -0.400220E+01    0.994937E-04    0.394830E-10    0.000000E+00   -0.313516E+03    0.596992E-03    0.299888E+01    0.181796-316    0.895489E-03    0.312816+160
  66   -0.398818E+01    0.102760E-03    0.428031E-10    0.000000E+00   -0.313516E+03    0.606708E-03    0.295078E+01    0.184754-316    0.910062E-03    0.310301+160
  67   -0.397415E+01    0.106133E-03    0.464025E-10    0.000000E+00   -0.313516E+03    0.616582E-03    0.290344E+01    0.187761-316    0.924873E-03    0.307806+160
  68   -0.396012E+01    0.109617E-03    0.503045E-10    0.000000E+00   -0.313516E+03    0.626616E-03    0.285686E+01    0.190817-316    0.939924E-03    0.305332+160
  69   -0.394609E+01    0.113216E-03    0.545345E-10    0.000000E+00   -0.313516E+03    0.636813E-03    0.281102E+01    0.193922-316    0.955220E-03    0.302877+160
  70   -0.393206E+01    0.116933E-03    0.591202E-10    0.000000E+00   -0.313516E+03    0.647176E-03    0.276592E+01    0.197078-316    0.970764E-03    0.300443+160
  71   -0.391804E+01    0.120771E-03    0.640916E-10    0.000000E+00   -0.313516E+03    0.657707E-03    0.272154E+01    0.200285-316    0.986561E-03    0.298027+160
  72   -0.390401E+01    0.124736E-03    0.694809E-10    0.000000E+00   -0.313516E+03    0.668410E-03    0.267787E+01    0.203544-316    0.100262E-02    0.295632+160
  73   -0.388998E+01    0.128831E-03    0.753235E-10    0.000000E+00   -0.313516E+03    0.679287E-03    0.263490E+01    0.206856-316    0.101893E-02    0.293255+160
  74   -0.387595E+01    0.133060E-03    0.816572E-10    0.000000E+00   -0.313516E+03    0.690340E-03    0.259262E+01    0.210222-316    0.103551E-02    0.290898+160
  75   -0.386192E+01    0.137428E-03    0.885234E-10    0.000000E+00   -0.313516E+03    0.701573E-03    0.255101E+01    0.213643-316    0.105236E-02    0.288560+160
  76   -0.384790E+01    0.141940E-03    0.959671E-10    0.000000E+00   -0.313516E+03    0.712989E-03    0.251006E+01    0.217119-316    0.106948E-02    0.286241+160
  77   -0.383387E+01    0.146599E-03    0.104036E-09    0.000000E+00   -0.313516E+03    0.724590E-03    0.246978E+01    0.220652-316    0.108689E-02    0.283940+160
  78   -0.381984E+01    0.151412E-03    0.112784E-09    0.000000E+00   -0.313516E+03    0.736380E-03    0.243013E+01    0.224242-316    0.110457E-02    0.281658+160
  79   -0.380581E+01    0.156383E-03    0.122268E-09    0.000000E+00   -0.313516E+03    0.748361E-03    0.239112E+01    0.227890-316    0.112254E-02    0.279394+160
  80   -0.379178E+01    0.161516E-03    0.132549E-09    0.000000E+00   -0.313516E+03    0.760537E-03    0.235274E+01    0.231598-316    0.114081E-02    0.277148+160
  81   -0.377776E+01    0.166819E-03    0.143694E-09    0.000000E+00   -0.313516E+03    0.772911E-03    0.231496E+01    0.235366-316    0.115937E-02    0.274921+160
  82   -0.376373E+01    0.172295E-03    0.155776E-09    0.000000E+00   -0.313516E+03    0.785486E-03    0.227779E+01    0.239196-316    0.117823E-02    0.272712+160
  83   -0.374970E+01    0.177951E-03    0.168874E-09    0.000000E+00   -0.313516E+03    0.798265E-03    0.224122E+01    0.243087-316    0.119740E-02    0.270520+160
  84   -0.373567E+01    0.183793E-03    0.183073E-09    0.000000E+00   -0.313516E+03    0.811251E-03    0.220523E+01    0.247042-316    0.121688E-02    0.268346+160
